Company|CIK|Date|XML Link
CISCO SYSTEMS INC|858877|2002-11-22|https://www.sec.gov/Archives/edgar/data/858877/000119968302000013/morgridge112202.txt
GOLDMAN SACHS GROUP INC/|886982|2002-10-04|https://www.sec.gov/Archives/edgar/data/886982/000076999302000453/mnuchin420021002.txt
GOLDMAN SACHS GROUP INC/|886982|2002-10-15|https://www.sec.gov/Archives/edgar/data/886982/000076999302000463/mnuchin420021011.txt
GOLDMAN SACHS GROUP INC/|886982|2002-10-18|https://www.sec.gov/Archives/edgar/data/886982/000076999302000465/kennedy420021016.txt
GOLDMAN SACHS GROUP INC/|886982|2002-10-22|https://www.sec.gov/Archives/edgar/data/886982/000076999302000470/kennedy420021018.txt
GOLDMAN SACHS GROUP INC/|886982|2002-10-22|https://www.sec.gov/Archives/edgar/data/886982/000076999302000471/mnuchin420021018.txt
GOLDMAN SACHS GROUP INC/|886982|2002-12-17|https://www.sec.gov/Archives/edgar/data/886982/000076999302000546/bryan420021213ro.txt
GOLDMAN SACHS GROUP INC/|886982|2002-12-17|https://www.sec.gov/Archives/edgar/data/886982/000076999302000545/browne420021213r.txt
GOLDMAN SACHS GROUP INC/|886982|2002-12-17|https://www.sec.gov/Archives/edgar/data/886982/000076999302000544/blankfein420021213ro.txt
GOLDMAN SACHS GROUP INC/|886982|2002-12-17|https://www.sec.gov/Archives/edgar/data/886982/000076999302000547/chang420021213r.txt
GOLDMAN SACHS GROUP INC/|886982|2002-12-17|https://www.sec.gov/Archives/edgar/data/886982/000076999302000548/hurst420021213ro.txt
GOLDMAN SACHS GROUP INC/|886982|2002-12-17|https://www.sec.gov/Archives/edgar/data/886982/000076999302000549/johnson420021213ro.txt
GOLDMAN SACHS GROUP INC/|886982|2002-12-17|https://www.sec.gov/Archives/edgar/data/886982/000076999302000550/kaplan420021213ro.txt
GOLDMAN SACHS GROUP INC/|886982|2002-12-17|https://www.sec.gov/Archives/edgar/data/886982/000076999302000551/kennedy420021213ro.txt
GOLDMAN SACHS GROUP INC/|886982|2002-12-17|https://www.sec.gov/Archives/edgar/data/886982/000076999302000552/mnuchin420021213ro.txt
GOLDMAN SACHS GROUP INC/|886982|2002-12-17|https://www.sec.gov/Archives/edgar/data/886982/000076999302000553/palm420021213ro.txt
GOLDMAN SACHS GROUP INC/|886982|2002-12-17|https://www.sec.gov/Archives/edgar/data/886982/000076999302000554/paulson420021213ro.txt
GOLDMAN SACHS GROUP INC/|886982|2002-12-17|https://www.sec.gov/Archives/edgar/data/886982/000076999302000556/smith420021213ro.txt
GOLDMAN SACHS GROUP INC/|886982|2002-12-17|https://www.sec.gov/Archives/edgar/data/886982/000076999302000555/simmons420021213r.txt
GOLDMAN SACHS GROUP INC/|886982|2002-12-17|https://www.sec.gov/Archives/edgar/data/886982/000076999302000557/stecher420021213ro.txt
GOLDMAN SACHS GROUP INC/|886982|2002-12-17|https://www.sec.gov/Archives/edgar/data/886982/000076999302000558/steel420021213ro.txt
GOLDMAN SACHS GROUP INC/|886982|2002-12-17|https://www.sec.gov/Archives/edgar/data/886982/000076999302000559/thain420021213ro.txt
GOLDMAN SACHS GROUP INC/|886982|2002-12-17|https://www.sec.gov/Archives/edgar/data/886982/000076999302000561/viniar420021213ro.txt
GOLDMAN SACHS GROUP INC/|886982|2002-12-17|https://www.sec.gov/Archives/edgar/data/886982/000076999302000560/thornton420021213ro.txt
GOLDMAN SACHS GROUP INC/|886982|2002-12-17|https://www.sec.gov/Archives/edgar/data/886982/000076999302000562/whitman420021213r.txt
GOLDMAN SACHS GROUP INC/|886982|2002-12-24|https://www.sec.gov/Archives/edgar/data/886982/000076999302000568/mnuchin420021220c.txt
GOLDMAN SACHS GROUP INC/|886982|2002-12-26|https://www.sec.gov/Archives/edgar/data/886982/000076999302000571/mnuchin420021223c.txt
GOLDMAN SACHS GROUP INC/|886982|2002-12-26|https://www.sec.gov/Archives/edgar/data/886982/000076999302000581/hurst420021223c.txt
GOLDMAN SACHS GROUP INC/|886982|2002-12-26|https://www.sec.gov/Archives/edgar/data/886982/000076999302000582/kaplan420021223c.txt
GOLDMAN SACHS GROUP INC/|886982|2002-12-26|https://www.sec.gov/Archives/edgar/data/886982/000076999302000583/kennedy420021223c.txt
GOLDMAN SACHS GROUP INC/|886982|2002-12-26|https://www.sec.gov/Archives/edgar/data/886982/000076999302000584/palm420021223c.txt
GOLDMAN SACHS GROUP INC/|886982|2002-12-26|https://www.sec.gov/Archives/edgar/data/886982/000076999302000586/stecher420021223c.txt
GOLDMAN SACHS GROUP INC/|886982|2002-12-26|https://www.sec.gov/Archives/edgar/data/886982/000076999302000585/paulson420021223c.txt
GOLDMAN SACHS GROUP INC/|886982|2002-12-26|https://www.sec.gov/Archives/edgar/data/886982/000076999302000587/steel420021223c.txt
GOLDMAN SACHS GROUP INC/|886982|2002-12-26|https://www.sec.gov/Archives/edgar/data/886982/000076999302000588/thain420021223c.txt
GOLDMAN SACHS GROUP INC/|886982|2002-12-27|https://www.sec.gov/Archives/edgar/data/886982/000076999302000591/mnuchin420021224c.txt
HONEYWELL INTERNATIONAL INC|773840|2002-11-12|https://www.sec.gov/Archives/edgar/data/773840/000095011702002640/a33714.txt
HONEYWELL INTERNATIONAL INC|773840|2002-11-19|https://www.sec.gov/Archives/edgar/data/773840/000095011702002782/a33777.txt
HONEYWELL INTERNATIONAL INC|773840|2002-11-19|https://www.sec.gov/Archives/edgar/data/773840/000095011702002781/a33771.txt
HONEYWELL INTERNATIONAL INC|773840|2002-11-19|https://www.sec.gov/Archives/edgar/data/773840/000095011702002783/a33779.txt
GOLDMAN SACHS GROUP INC/|886982|2002-12-26|https://www.sec.gov/Archives/edgar/data/886982/000076999302000589/viniar420021223c.txt
HONEYWELL INTERNATIONAL INC|773840|2002-11-19|https://www.sec.gov/Archives/edgar/data/773840/000095011702002785/a33776.txt
HONEYWELL INTERNATIONAL INC|773840|2002-11-19|https://www.sec.gov/Archives/edgar/data/773840/000095011702002784/a33780.txt
HONEYWELL INTERNATIONAL INC|773840|2002-11-26|https://www.sec.gov/Archives/edgar/data/773840/000095011702002865/a33843.txt
HONEYWELL INTERNATIONAL INC|773840|2002-12-03|https://www.sec.gov/Archives/edgar/data/773840/000095011702002919/a33875.txt
HONEYWELL INTERNATIONAL INC|773840|2002-12-03|https://www.sec.gov/Archives/edgar/data/773840/000095011702002920/a33877.txt
HONEYWELL INTERNATIONAL INC|773840|2002-12-03|https://www.sec.gov/Archives/edgar/data/773840/000095011702002921/a33876.txt
HONEYWELL INTERNATIONAL INC|773840|2002-12-10|https://www.sec.gov/Archives/edgar/data/773840/000095011702002985/a33921.txt
HONEYWELL INTERNATIONAL INC|773840|2002-12-03|https://www.sec.gov/Archives/edgar/data/773840/000095011702002922/a33878.txt
HONEYWELL INTERNATIONAL INC|773840|2002-12-10|https://www.sec.gov/Archives/edgar/data/773840/000095011702002986/a33916.txt
HONEYWELL INTERNATIONAL INC|773840|2002-12-03|https://www.sec.gov/Archives/edgar/data/773840/000095011702002923/a33879.txt
HONEYWELL INTERNATIONAL INC|773840|2002-12-10|https://www.sec.gov/Archives/edgar/data/773840/000095011702002987/a33924.txt
HONEYWELL INTERNATIONAL INC|773840|2002-12-10|https://www.sec.gov/Archives/edgar/data/773840/000095011702002988/a33920.txt
HONEYWELL INTERNATIONAL INC|773840|2002-12-10|https://www.sec.gov/Archives/edgar/data/773840/000095011702002989/a33923.txt
HONEYWELL INTERNATIONAL INC|773840|2002-12-10|https://www.sec.gov/Archives/edgar/data/773840/000095011702002990/a33922.txt
HONEYWELL INTERNATIONAL INC|773840|2002-12-10|https://www.sec.gov/Archives/edgar/data/773840/000095011702002993/a33919.txt
HONEYWELL INTERNATIONAL INC|773840|2002-12-17|https://www.sec.gov/Archives/edgar/data/773840/000095011702003128/a33993.txt
HONEYWELL INTERNATIONAL INC|773840|2002-12-17|https://www.sec.gov/Archives/edgar/data/773840/000095011702003129/a33994.txt
HONEYWELL INTERNATIONAL INC|773840|2002-12-17|https://www.sec.gov/Archives/edgar/data/773840/000095011702003130/a33995.txt
HONEYWELL INTERNATIONAL INC|773840|2002-12-17|https://www.sec.gov/Archives/edgar/data/773840/000095011702003131/a33992.txt
HONEYWELL INTERNATIONAL INC|773840|2002-12-17|https://www.sec.gov/Archives/edgar/data/773840/000095011702003132/a33991.txt
HONEYWELL INTERNATIONAL INC|773840|2002-12-23|https://www.sec.gov/Archives/edgar/data/773840/000095011702003192/a34056.txt
HONEYWELL INTERNATIONAL INC|773840|2002-12-23|https://www.sec.gov/Archives/edgar/data/773840/000095011702003193/a34055.txt
HONEYWELL INTERNATIONAL INC|773840|2002-12-23|https://www.sec.gov/Archives/edgar/data/773840/000095011702003194/a34058.txt
HONEYWELL INTERNATIONAL INC|773840|2002-12-23|https://www.sec.gov/Archives/edgar/data/773840/000095011702003195/a34059.txt
HONEYWELL INTERNATIONAL INC|773840|2002-12-23|https://www.sec.gov/Archives/edgar/data/773840/000095011702003196/a34060.txt
HONEYWELL INTERNATIONAL INC|773840|2002-12-23|https://www.sec.gov/Archives/edgar/data/773840/000095011702003197/a34057.txt
PROCTER & GAMBLE CO|80424|2002-11-08|https://www.sec.gov/Archives/edgar/data/80424/000118078702000008/edgar.txt
PROCTER & GAMBLE CO|80424|2002-11-20|https://www.sec.gov/Archives/edgar/data/80424/000119070602000002/edgar.txt
PROCTER & GAMBLE CO|80424|2002-11-27|https://www.sec.gov/Archives/edgar/data/80424/000118077802000002/edgar.txt
PROCTER & GAMBLE CO|80424|2002-12-04|https://www.sec.gov/Archives/edgar/data/80424/000118078702000010/edgar.txt
ST PAUL COMPANIES INC /MN/|86312|2002-11-18|https://www.sec.gov/Archives/edgar/data/86312/000119892902000032/yessman-111802.txt
ST PAUL COMPANIES INC /MN/|86312|2002-11-12|https://www.sec.gov/Archives/edgar/data/86312/000119892902000030/graev-111102.txt
ST PAUL COMPANIES INC /MN/|86312|2002-12-16|https://www.sec.gov/Archives/edgar/data/86312/000119892902000037/dasburg-121602.txt
ST PAUL COMPANIES INC /MN/|86312|2002-12-16|https://www.sec.gov/Archives/edgar/data/86312/000119892902000038/duberstein-121602.txt
ST PAUL COMPANIES INC /MN/|86312|2002-12-16|https://www.sec.gov/Archives/edgar/data/86312/000119892902000040/grieve-121602.txt
ST PAUL COMPANIES INC /MN/|86312|2002-12-16|https://www.sec.gov/Archives/edgar/data/86312/000119892902000039/graev-121602.txt
GOLDMAN SACHS GROUP INC/|886982|2002-03-11|https://www.sec.gov/Archives/edgar/data/886982/000076999302000222/ghvi40202gsg.txt
GOLDMAN SACHS GROUP INC/|886982|2002-02-11|https://www.sec.gov/Archives/edgar/data/886982/000089882202000218/gsform4.txt
GOLDMAN SACHS GROUP INC/|886982|2002-01-28|https://www.sec.gov/Archives/edgar/data/886982/000095015702000030/kaa-4.txt
GOLDMAN SACHS GROUP INC/|886982|2002-02-12|https://www.sec.gov/Archives/edgar/data/886982/000089882202000219/gsform4.txt
NIKE INC|320187|2002-03-08|https://www.sec.gov/Archives/edgar/data/320187/000090385502000004/edgar.txt
